"","x"
"1763","MAST-3B"
"1764","Pterocystida"
"1765","MAST-23_X"
"1766","Sarcinochrysidales"
"1767","MOCH-3_X"
"1768","MAST-3_X"
"1769","Rotifera_X"
"1770","Echinodermata_X"
"1771","Ctenophora_X"
"1772","MAST-8E"
"1773","Ochrophyta_XX"
"1774","Chloropicales"
"1775","MAST-12B"
"1776","Heterotrichea_X"
"1777","Choreotrichida"
"1778","Planomonadidae"
"1779","Eugregarinorida"
"1780","Gastropoda"
"1781","Filosa-Granofilosea_X"
"1782","Myxozoa_X"
"1783","Chromadorea"
"1784","Nemertea_X"
"1785","Aphragmophora"
"1786","Cephalopoda"
"1787","Scaphopoda"
"1788","Turbellaria"
"1789","Hexapoda"
"1790","Cercozoa_XX"
"1791","Brachiopoda_X"
"1792","Hemichordata_X"
"1793","Chelicerata"
"1794","Wallemiomycetes"
"1795","Porifera_X"
"1796","Haptophyta_Clade_HAP4_X"
"1797","Haptophyta_Clade_HAP3_X"
"1798","Trematoda"
"1799","Cestoda"
"1800","Polyplacophora"
"1801","Bryozoa_X"
"1802","Choanoflagellida_XX"
"1803","Choanoflagellatea_X"
"1804","RAD-A_X"
"1805","Phaeocystida"
"1806","Phaeogymnocellida"
"1807","Phaeogromida"
"1808","Eukaryota_XXXX"
"1809","Apusomonadidae_Group-1_X"
"1810","RAD-C_X"
"1811","Acantharea-Group-VI"
"1812","Acantharea-Group-II"
"1813","Strombidiida_B"
"1814","Peritrichia_2"
"1815","Strombidiida_D"
"1816","Variosea_X"
"1817","Dactylopodida"
"1818","Pavlovales"
"1819","Litostomatea_X"
"1820","Haptoria_6"
"1821","Haptoria_4"
"1822","Haptoria_5"
"1823","Prostomatea_1_X"
"1824","Ciliophora_XX"
"1825","Dinophyta_XX"
"1826","Noctilucales"
"1827","Ulvales-relatives"
"1828","Haplosporida"
"1829","Katablepharidales"
"1830","CONThreeP_X"
"1831","Paradinida"
"1832","Dino-Group-III"
"1833","Dino-Group-V"
"1834","Prymnesiophyceae_Clade_D"
"1835","Prymnesiophyceae_Clade_E"
"1836","Prymnesiophyceae_Clade_F"
"1837","Calcihaptophycidae"
"1838","Haptophyta_XX"
"1839","Haptophyta_Clade_HAP5_X"
"1840","Acantharea-Group-I"
"1841","Streptophyta_XX"
"1842","Erythropeltidales"
"1843","Ellobiopsidae_X"
"1844","Ceramiales"
"1845","Syndiniales_X"
"1846","Alveolata_XXX"
"1847","Gregarines_GRE1"
"1848","Dino-Group-IV"
"1849","Oxyrrhinales"
"1850","Torodiniales"
"1851","Colpodellida"
"1852","Corallinales"
"1853","Cyclotrichium_like_organism_X"
"1854","Haplozoonales"
"1855","RAD-B_X"
"1856","Gigartinales"
"1857","Rhodymeniales"
"1858","Gregarines"
"1859","Fornicata_X"
"1860","Watanabea-Clade"
"1861","Pseudoscourfieldiales"
"1862","Chlorophyta_XX"
"1863","Oltmansiellopsidales"
"1864","Ctenocladales"
"1865","Scuticociliatia_1"
"1866","CONTH_3_X"
"1867","Strombidiida_G"
"1868","Cyrtophoria_1"
"1869","Colpodea_X"
"1870","Miliolida"
"1871","Foraminifera_XX"
"1872","Monothalamids_X"
"1873","Monothalamids_Clade-I"
"1874","Monothalamids_Clade-BM"
"1875","Textulariida"
"1876","Gregarines_GRE5"
"1877","Apicomplexa_XX"
"1878","OLIGO5"
"1879","Vannellida"
"1880","Breviatea_XX"
"1881","Apostomatia"
"1882","Himatismenida"
"1883","Cryptophyceae_X"
"1884","Hymenostomatia"
"1885","Euglenida"
"1886","MAST-12"
"1887","Pirsonia_Clade"
"1888","Arthropoda"
"1889","Mollusca"
"1890","Picozoa_X"
"1891","Filosa-Thecofilosea"
"1892","Filosa-Imbricatea"
"1893","Urochordata"
"1894","Annelida"
"1895","Chlorarachniophyceae"
"1896","Telonemia_X"
"1897","Cnidaria"
"1898","Microsporidiomycota"
"1899","Embryophyceae"
"1900","Syndiniales"
"1901","Heterolobosea"
"1902","Euglenozoa"
"1903","MAST-1"
"1904","Prasino-Clade-9"
"1905","Craniata"
"1906","Labyrinthulomycetes"
"1907","MAST-4"
"1908","MAST-9"
"1909","MAST-10"
"1910","MOCH-2"
"1911","MAST-8"
"1912","Stramenopiles_XX"
"1913","Developea"
"1914","MAST-3"
"1915","Haptophyta_Clade_HAP2"
"1916","MAST-2"
"1917","MAST-7"
"1918","MAST-6"
"1919","MAST-11"
"1920","Radiolaria_X"
"1921","Centroheliozoa_X"
"1922","MAST-23"
"1923","MOCH-3"
"1924","Rotifera"
"1925","Echinodermata"
"1926","Ctenophora"
"1927","Ochrophyta_X"
"1928","Chloropicophyceae"
"1929","Filosa-Granofilosea"
"1930","Myxozoa"
"1931","Nematoda"
"1932","Nemertea"
"1933","Chaetognatha"
"1934","Platyhelminthes"
"1935","Cercozoa_X"
"1936","Brachiopoda"
"1937","Hemichordata"
"1938","Filosa-Sarcomonadea"
"1939","Porifera"
"1940","Cryptophyceae"
"1941","Haptophyta_Clade_HAP4"
"1942","Lobosa_X"
"1943","Haptophyta_Clade_HAP3"
"1944","Bryozoa"
"1945","Choanoflagellida_X"
"1946","RAD-A"
"1947","Phaeodarea"
"1948","Eukaryota_XXX"
"1949","Apusomonadidae_Group-1"
"1950","RAD-C"
"1951","Discosea-Flabellinia"
"1952","Pavlovophyceae"
"1953","Prostomatea_1"
"1954","Dinophyta_X"
"1955","Noctilucophyceae"
"1956","Endomyxa-Ascetosporea"
"1957","Katablepharidaceae"
"1958","CONThreeP"
"1959","Haptophyta_X"
"1960","Haptophyta_Clade_HAP5"
"1961","Palmophyllophyceae"
"1962","Streptophyta_X"
"1963","Compsopogonophyceae"
"1964","Florideophyceae"
"1965","Endomyxa-Phytomyxea"
"1966","Endomyxa"
"1967","Alveolata_XX"
"1968","Oxyrrhea"
"1969","Colpodellidea"
"1970","Cyclotrichium_like_organism"
"1971","RAD-B"
"1972","Prasino-Clade-V"
"1973","CONTH_3"
"1974","Tubothalamea"
"1975","Foraminifera_X"
"1976","Monothalamids"
"1977","Apicomplexa_X"
"1978","Breviatea_X"
"1979","Opalozoa"
"1980","Dinoflagellata"
"1981","Picozoa"
"1982","Choanoflagellida"
"1983","Cercozoa"
"1984","Mesomycetozoa"
"1985","Telonemia"
"1986","Sagenista"
"1987","Centroheliozoa"
"1988","Hilomonadea"
"1989","Eukaryota_XX"
"1990","Apusomonadidae"
"1991","Katablepharidophyta"
"1992","Breviatea"
