"Kingdom","Phylum","Class","Order","Family","Genus","kingdom","supergroup","division","class","order","family","genus","species"
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Cothurnia","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea",NA,NA,NA,NA
"Eukaryota","Cryptophyceae_ph","Cryptophyceae_cl","Cryptomonadales","Cryptomonadales_fa","Rhodomonas","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Rhodomonas",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae",NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae",NA,NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Marchantiales","Marchantiales_fa","Conocephalum","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Conocephalum",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae_or","Podolampadaceae","Lessardia","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Podolampadaceae","Lessardia",NA
"Eukaryota","Ciliophora","Intramacronucleata","Litostomatea","Haptoria","Didinium","Eukaryota","Alveolata","Ciliophora","Litostomatea","Haptoria_4","Didiniidae","Didinium",NA
"Eukaryota","Ciliophora","Intramacronucleata","Litostomatea","Haptoria","Arcuospathidium","Eukaryota","Alveolata","Ciliophora","Litostomatea",NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Litostomatea","Trichostomatia","Isotricha","Eukaryota","Alveolata","Ciliophora","Litostomatea","Trichostomatia","Isotrichidae_1","Isotricha",NA
"Eukaryota","Ciliophora","Intramacronucleata","Litostomatea","Haptoria",NA,"Eukaryota","Alveolata","Ciliophora","Litostomatea",NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Litostomatea","Haptoria","Loxophyllum","Eukaryota","Alveolata","Ciliophora","Litostomatea","Haptoria_5","Pleurostomatida","Loxophyllum",NA
"Eukaryota","Ciliophora","Intramacronucleata","Litostomatea","Haptoria","Apobryophyllum","Eukaryota","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Apobryophyllum",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_fa","Pyrocystis","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Pyrocystaceae","Pyrocystis",NA
"Eukaryota","Protalveolata","Colpodellida","Colpodellida_or","Colpodellida_fa","Colpodella","Eukaryota","Alveolata","Apicomplexa","Colpodellidea","Colpodellida","Colpodellaceae","Colpodella",NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Dicranales","Dicranales_fa","Calymperes","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Calymperes",NA
"Eukaryota","Florideophycidae","Corallinophycidae","Corallinophycidae_or","Corallinophycidae_fa","Spongites","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Corallinales","Corallinales_X","Spongites",NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Bryales","Bryales_fa","Rosulabryum","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Rosulabryum",NA
"Eukaryota","Ciliophora","Intramacronucleata","Litostomatea","Trichostomatia","Diplodinium","Eukaryota","Alveolata","Ciliophora","Litostomatea","Trichostomatia","Trichostomatia_X","Diplodinium",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Tunicothrix","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Urostylidae","Tunicothrix",NA
"Eukaryota","Euglenozoa","Kinetoplastea","Parabodonida",NA,NA,"Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastida",NA,NA,NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Orthotrichales","Orthotrichales_fa","Orthotrichum","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Orthotrichum",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Dexiotricha","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea_X","Oligohymenophorea_XX","Dexiotricha",NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Dicranales","Dicranales_fa","Syrrhopodon","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Syrrhopodon",NA
"Eukaryota","Chytridiomycota","Monoblepharidomycetes","Monoblepharidales","Monoblepharidales_fa","Hyaloraphidium","Eukaryota","Opisthokonta","Fungi","Blastocladiomycota","Blastocladiomycotina","Blastocladiomycetes","Hyaloraphidium",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Hemiurosomoida","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia",NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_fa","Coolia","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Goniodomataceae","Coolia",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Spirotrachelostyla","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Trachelostylidae","Spirotrachelostyla",NA
"Eukaryota","Protalveolata","Perkinsidae","Perkinsidae_or","Perkinsidae_fa","Parvilucifera","Eukaryota","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Parvilucifera-group","Parvilucifera",NA
"Eukaryota","Florideophycidae","Corallinophycidae","Corallinophycidae_or","Corallinophycidae_fa","Phymatolithon","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Corallinales","Corallinales_X","Phymatolithon",NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Bryales","Bryales_fa","Mnium","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Mnium",NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae","Ectocarpales","Ectocarpales_fa","Papenfussiella","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Papenfussiella",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Salpingella","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Salpingella",NA
"Eukaryota","Ciliophora","Postciliodesmatophora","Heterotrichea","Heterotrichea_fa","Stentor","Eukaryota","Alveolata","Ciliophora","Heterotrichea","Heterotrichea_X","Stentoridae","Stentor",NA
"Eukaryota","Prymnesiophyceae","Coccolithales",NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Coccolithales",NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentrales_fa","Plagiodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Plagiodinium",NA
"Eukaryota","Chlorophyta_ph","Ulvophyceae",NA,NA,NA,"Eukaryota","Archaeplastida","Chlorophyta","Ulvophyceae",NA,NA,NA,NA
"Eukaryota","Chlorophyta_ph","Mamiellophyceae","Mamiellophyceae_or","Mamiellophyceae_fa","Dolichomastix","Eukaryota","Archaeplastida","Chlorophyta","Mamiellophyceae","Dolichomastigales","Dolichomastigaceae","Dolichomastix",NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales",NA,NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales",NA,NA,NA
"Eukaryota","Prymnesiophyceae","Coccolithales","Coccolithales_or","Coccolithales_fa","Cruciplacolithus","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Coccolithales","Coccolithaceae","Cruciplacolithus",NA
"Eukaryota","Protalveolata","Perkinsidae","Perkinsidae_or","Perkinsidae_fa","Perkinsus","Eukaryota","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsus",NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Isoetales","Isoetaceae","Isoetes","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Isoetes",NA
"Eukaryota","Prymnesiophyceae","Coccolithales","Coccolithales_or","Coccolithales_fa","Coccolithus","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Coccolithales","Coccolithaceae","Coccolithus",NA
"Eukaryota","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Raffaelea","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Sordariomycetes","Raffaelea",NA
"Eukaryota","Chlorophyta_ph","Palmophyllophyceae","Palmophyllales","Palmophyllales_fa","Verdigellas","Eukaryota","Archaeplastida","Chlorophyta","Palmophyllophyceae","Palmophyllales","Palmophyllaceae","Verdigellas",NA
"Eukaryota","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fomitiporia","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Fomitiporia",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_fa","Gonyaulax","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax",NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Isochrysidales","Isochrysidales_fa","ESS2202","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Isochrysidales",NA,NA,NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales","Prymnesiales_fa","Chrysoculter","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Calcihaptophycidae","Chrysoculteraceae","Chrysoculter",NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Polytrichales","Polytrichales_fa","Atrichum","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Atrichum",NA
"Eukaryota","Prymnesiophyceae",NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae",NA,NA,NA,NA
"Eukaryota","Phragmoplastophyta","Coleochaetophyceae","Chaetosphaeridiales","Chaetosphaeridiales_fa","Chaetosphaeridium","Eukaryota","Archaeplastida","Streptophyta","Mesostigmatophyceae","Mesostigmatophyceae_X","Mesostigmatophyceae_XX","Chaetosphaeridium",NA
"Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_Group_III",NA,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales",NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Cryptosporida","Cryptosporida_fa","Cryptosporidium","Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Cryptogregarinorida","Cryptosporidiidae","Cryptosporidium",NA
"Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_Group_V",NA,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales",NA,NA,NA,NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Polypodiales","Polypodiales_fa","Adiantum","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Adiantum",NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales","Prymnesiales_fa","OLI51059","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales",NA,NA,NA
"Eukaryota","Cryptophyceae_ph","Cryptophyceae_cl","Cryptomonadales","Cryptomonadales_fa","Hemiselmis","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Hemiselmis",NA
"Eukaryota","Prymnesiophyceae","SGUH624",NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae",NA,NA,NA,NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales","Prymnesiales_fa",NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales",NA,NA,NA
"Eukaryota","Prymnesiophyceae","Coccolithales","Coccolithales_or","Coccolithales_fa","Pleurochrysis","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Coccolithales",NA,NA,NA
"Eukaryota","Prymnesiophyceae","Coccolithales","Coccolithales_or","Coccolithales_fa","Reticulosphaera","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Coccolithales",NA,NA,NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales","Prymnesiales_fa","Haptolina","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Haptolina",NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales","Prymnesiales_fa","Prymnesium","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Prymnesium",NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Marchantiales","Marchantiales_fa","Plagiochasma","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Plagiochasma",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Chromulina","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Diatomea",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta",NA,NA,NA,NA
"Eukaryota","Cryptophyceae_ph","Cryptophyceae_cl","Cryptomonadales","Cryptomonadales_fa","Cryptomonas","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Cryptomonas",NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Bryales","Bryales_fa","Mielichhoferia","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Mielichhoferia",NA
"Eukaryota","Cryptophyceae_ph","Cryptophyceae_cl","Cryptomonadales","Cryptomonadales_fa","Guillardia","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Guillardia",NA
"Eukaryota","Cryptophyceae_ph","Cryptophyceae_cl","Cryptomonadales","Cryptomonadales_fa","Chroomonas","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas",NA
"Eukaryota","Cryptophyceae_ph","Cryptophyceae_cl","Cryptomonadales",NA,NA,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales",NA,NA,NA
"Eukaryota","Cryptophyceae_ph","Cryptophyceae_cl","Cryptomonadales","Cryptomonadales_fa",NA,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales",NA,NA,NA
"Eukaryota","Chlorophyta_ph","Mamiellophyceae","Mamiellales","Mamiellales_fa","Micromonas","Eukaryota","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas",NA
"Eukaryota","Chlorophyta_ph","Prasinophytae","shizugawa",NA,NA,"Eukaryota","Archaeplastida","Chlorophyta",NA,NA,NA,NA,NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Bryales","Bryales_fa","Plagiomnium","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Plagiomnium",NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Orthotrichales","Orthotrichales_fa","Niphotrichum","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Niphotrichum",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Harveyella","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Harveyella",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Anteholosticha","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Holostichidae","Anteholosticha",NA
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Helminthosporium","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Helminthosporium",NA
"Eukaryota","Chlorophyta_ph","Pedinophyceae","Pedinomonadales","Pedinomonadales_fa","Pedinomonas","Eukaryota","Archaeplastida","Chlorophyta","Pedinophyceae","Pedinomonadales","Pedinomonadaceae","Pedinomonas",NA
"Eukaryota","Ochrophyta_ph","Phaeophyceae","Dictyotales","Dictyotales_fa","Dictyopteris","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Dictyopteris",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Chytriodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Chytriodiniaceae","Chytriodinium",NA
"Eukaryota","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Exidiopsis","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Exidiopsis",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Phyllopharyngea","Dysteria","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea",NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Armophorea",NA,NA,"Eukaryota","Alveolata","Ciliophora","Armophorea",NA,NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodiniphycidae_fa","Amphidinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Amphidinium",NA
"Eukaryota","Protalveolata","Syndiniales",NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales",NA,NA,NA,NA
"Eukaryota","Florideophycidae","Corallinophycidae","Corallinophycidae_or","Corallinophycidae_fa","Lithothamnion","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Corallinales","Corallinales_X","Lithothamnion",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Phyllopharyngea","Ephelota","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Suctoria","Ephelotidae","Ephelota",NA
"Eukaryota","Phragmoplastophyta","Embryophyta","Andreaeales","Andreaeaceae","Andreaea","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Andreaea",NA
"Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Sarcocystis","Eukaryota","Alveolata","Apicomplexa","Coccidiomorphea","Eimeriida","Sarcocystidae","Sarcocystis",NA
"Eukaryota","Ochrophyta_ph","Chrysophyceae","Synurales","Synurales_fa","Tessellaria","Eukaryota","Stramenopiles","Ochrophyta","Synurophyceae","Synurales","Synurales_X","Tessellaria",NA
"Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_fa","Syndinium","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-IV","Dino-Group-IV-Syndinium-Group","Syndinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Niea","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","Niea",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Spiniferodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Spiniferodinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Peridinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae",NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae_or","Thoracosphaeraceae","Pentapharsodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Pentapharsodinium",NA
"Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_fa","Hematodinium","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-IV","Dino-Group-IV-Hematodinium-Group","Hematodinium",NA
"Eukaryota","Dinoflagellata","Incertae_Sedis","Incertae_Sedis_or","Incertae_Sedis_fa","Blastodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Blastodiniaceae","Blastodinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales",NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales",NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentrales_fa","Prorocentrum","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Heterocapsa","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa",NA
"Eukaryota","Protalveolata","Colpodellida",NA,NA,NA,"Eukaryota","Alveolata","Apicomplexa","Colpodellidea","Colpodellida",NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Amphidiniopsis","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidiniopsidaceae","Amphidiniopsis",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Pelagodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Pelagodinium",NA
"Eukaryota","Dinoflagellata","Incertae_Sedis",NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata",NA,NA,NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Symbiodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Symbiodinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae",NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"Eukaryota","Dinoflagellata",NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata",NA,NA,NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Tovelliaceae","Esoptrodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Tovelliaceae","Esoptrodinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Incertae_Sedis","Akashiwo","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Akashiwo",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Durinskia","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Kryptoperidiniaceae","Durinskia",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa",NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales",NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Biecheleria","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Biecheleria",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Gyrodiniellum","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodiniellum",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Dinophysiales","Dinophysiales_fa","Phalacroma","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophysiales",NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae_or","Thoracosphaeraceae","Cryptoperidiniopsis","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Cryptoperidiniopsis",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Kareniaceae","Karlodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodiniphycidae_fa","Ptychodiscus","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Ptychodiscaceae","Ptychodiscus",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Polarella","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Polarella",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodiniphycidae_fa","Gyrodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade",NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium",NA
"Eukaryota","Florideophycidae","Nemaliophycidae","Nemaliophycidae_or","Nemaliophycidae_fa","Audouinella","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Acrochaetiales","Acrochaetiales_X","Audouinella",NA
"Eukaryota","Florideophycidae","Corallinophycidae",NA,NA,NA,"Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae",NA,NA,NA,NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Curdiea","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Gracilariales","Gracilariales_X","Curdiea",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Lenormandia","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Lenormandia",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Champia","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Rhodymeniales","Rhodymeniales_X","Champia",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Parallelostrombidium","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","Parallelostrombidium",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Griffithsia","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Griffithsia",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Pachymenia","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Halymeniales","Halymeniales_X","Pachymenia",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Spyridia","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Ceramiales","Spyridiaceae","Spyridia",NA
