"domain","phylum","class","order","family","genus","kingdom","supergroup","division","class","order","family","genus","species"
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Pythium","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythium",NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa",NA,"Eukaryota","Stramenopiles","Pseudofungi","Oomycota",NA,NA,NA,NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Phytophthora","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Phytophthora",NA
"Eukaryota","Eukaryota_ph","ANT37-16",NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Rhaphoneis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Rhaphoneis",NA
"Eukaryota","Diatomea","Diatomea_cl",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta",NA,NA,NA,NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta",NA,NA,NA,NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiophyceae_or","Prymnesiophyceae_fa","Phaeocystis","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis",NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Rhizosolenids","Guinardia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Guinardia",NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Ochromonadales","Ochromonadales_fa","Ochromonas","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade_C","Ochromonas",NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Poteriospumella","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Poteriospumella",NA
"Eukaryota","Eukaryota_ph","Raphidophyceae","Raphidophyceae_or","Raphidophyceae_fa","Olisthodiscus","Eukaryota","Stramenopiles","Ochrophyta","Ochrophyta_X","Ochrophyta_XX","Ochrophyta_XXX","Olisthodiscus",NA
"Eukaryota","Eukaryota_ph","Raphidophyceae","Raphidophyceae_or","Raphidophyceae_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae",NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Raphidophyceae","Chattonellales","Chattonellales_fa","Chattonella","Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Chattonella",NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Oikomonas","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade_B2","Oikomonas",NA
"Eukaryota","Eukaryota_ph","Raphidophyceae","Chattonellales","Chattonellales_fa","Heterosigma","Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Heterosigma",NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Ochromonadales","Ochromonadales_fa","Paraphysomonas","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Paraphysomonas",NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Ochromonadales","Ochromonadales_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Chrysophyceae",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Chromulinales","Chromulinales_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Chrysophyceae","Chromulinales","Chromulinales_fa","Uroglena","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Uroglena",NA
"Eukaryota","MAST-1","MAST-1D",NA,NA,NA,"Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1D",NA,NA,NA
"Eukaryota","Eukaryota_ph","Raphidophyceae","Chattonellales","Chattonellales_fa","Fibrocapsa","Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Fibrocapsa",NA
"Eukaryota","Eukaryota_ph","Eustigmatophyceae","Eustigmatales","Eustigmatales_fa","Nannochloropsis","Eukaryota","Stramenopiles","Ochrophyta","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Nannochloropsis",NA
"Eukaryota","Eukaryota_ph","Choanoflagellida","Choanoflagellida_or","Stephanoecidae","Bicosta","Eukaryota","Opisthokonta","Choanoflagellida",NA,NA,NA,NA,NA
"Eukaryota","MAST-3","MAST-3F",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3F",NA,NA,NA
"Eukaryota","MAST-3","MAST-3E",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3E",NA,NA,NA
"Eukaryota","MAST-3",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3",NA,NA,NA,NA
"Eukaryota","T58",NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","MAST-3","MAST-3J",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3J",NA,NA,NA
"Eukaryota","MAST-9","MAST-9A",NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","MAST-9","MAST-9A",NA,NA,NA
"Eukaryota","Eukaryota_ph","Dictyochophyceae","Dictyochales","Dictyochales_fa","Dictyocha","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Dictyochales","Dictyocha",NA
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillus",NA
"Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas",NA
"Eukaryota","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae",NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Microbotryomycetes",NA,NA
"Eukaryota","Cercozoa","Imbricatea","Imbricatea_or","Thaumatomonadida","Allas","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Allas",NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Rhizosolenids","Rhizosolenia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Rhizosolenia",NA
"Eukaryota","Eukaryota_ph","Eukaryota_cl","Eukaryota_or","Eukaryota_fa",NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Diatomea_fa","Actinocyclus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Actinocyclus",NA
"Eukaryota","MAST-2",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Pseudofungi","MAST-2",NA,NA,NA,NA
"Eukaryota","MAST-3","MAST-3L",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3L",NA,NA,NA
"Eukaryota","MAST-8","MAST-8D",NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","MAST-8","MAST-8D",NA,NA,NA
"Eukaryota","MAST-3","MAST-3I",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3I",NA,NA,NA
"Eukaryota","Labyrinthulomycetes","Labyrinthulomycetes_cl","Labyrinthulomycetes_or","Thraustochytriaceae","Aplanochytrium","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulales","Labyrinthulaceae","Aplanochytrium",NA
"Eukaryota","MAST-4","MAST-4F",NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","MAST-4","MAST-4F",NA,NA,NA
"Eukaryota","MAST-4",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","MAST-4",NA,NA,NA,NA
"Eukaryota","MAST-4","MAST-4A",NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","MAST-4","MAST-4A",NA,NA,NA
"Eukaryota","MAST-11",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","MAST-11",NA,NA,NA,NA
"Eukaryota","Labyrinthulomycetes","Labyrinthulomycetes_cl","Labyrinthulomycetes_or","Thraustochytriaceae","Thraustochytrium","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Thraustochytrium",NA
"Eukaryota","MAST-7","MAST-7A",NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","MAST-7","MAST-7A",NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Spirotontonia","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_A","Spirotontonia",NA
"Eukaryota","MAST-7","MAST-7B",NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","MAST-7","MAST-7B",NA,NA,NA
"Eukaryota","MAST-7",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","MAST-7",NA,NA,NA,NA
"Eukaryota","MAST-6",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Sagenista","MAST-6",NA,NA,NA,NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Skeletonema","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Skeletonema",NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Diatomea_fa","Coscinodiscus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Coscinodiscus",NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Diatomea_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta",NA,NA,NA,NA
"Eukaryota","Diatomea","Diatomea_cl","Fragilariales","Fragilariales_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X",NA,NA,NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or",NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta",NA,NA,NA,NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Eucampia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Eucampia",NA
"Eukaryota","Diatomea","Diatomea_cl","Fragilariales","Fragilariales_fa","Thalassionema","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Thalassionema",NA
"Eukaryota","Diatomea","Diatomea_cl","Fragilariales","Fragilariales_fa","Fragilaria","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Navicula","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Haslea","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Haslea",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Nitzschia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Nitzschia",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Pleurosigma","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pleurosigma",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Attheya","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Attheya",NA
"Eukaryota","Eukaryota_ph","Mamiellophyceae","Mamiellales","Mamiellales_fa","Bathycoccus","Eukaryota","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus",NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Rhizosolenids","Proboscia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Proboscia",NA
"Eukaryota","MAST-3","MAST-3K",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3K",NA,NA,NA
"Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_fa","Duboscquella","Eukaryota","Alveolata","Dinoflagellata","Syndiniales",NA,NA,NA,NA
"Eukaryota","Retaria","Acantharia","SSRPB68",NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","MAST-3","MAST-3C",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3C",NA,NA,NA
"Eukaryota","MAST-3","MAST-3A",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3A",NA,NA,NA
"Eukaryota","MAST-3","MAST-3D",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3D",NA,NA,NA
"Eukaryota","MAST-3","MAST-3B",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3B",NA,NA,NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales","Prymnesiales_fa","OLI16029","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales",NA,NA,NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Melosirids","Stephanopyxis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Stephanopyxis",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Lithodesmium","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Lithodesmium",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Stephanodiscus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Stephanodiscus",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Odontella","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Odontella",NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Corethrids","Corethron","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Corethron",NA
"Eukaryota","Tunicata","Appendicularia","Copelata","Oikopleuridae",NA,"Eukaryota","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Appendicularia",NA,NA
"Eukaryota","MAST-23",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Pseudofungi","MAST-23",NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Pelagophyceae",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae",NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Pelagophyceae","Sarcinochrysidales","Sarcinochrysidales_fa","SS1-E01-69","Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Sarcinochrysidales",NA,NA,NA
"Eukaryota","Eukaryota_ph","Pelagophyceae","Sarcinochrysidales","Sarcinochrysidales_fa",NA,"Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Sarcinochrysidales",NA,NA,NA
"Eukaryota","Eukaryota_ph","Pelagophyceae","Sarcinochrysidales","Sarcinochrysidales_fa","Ankylochrisis","Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Sarcinochrysidales",NA,NA,NA
"Eukaryota","Eukaryota_ph","Dictyochophyceae","Dictyochales","Dictyochales_fa","Florenciella","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Florenciellales","Florenciella",NA
"Eukaryota","Cnidaria",NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria",NA,NA,NA,NA
"Eukaryota","Rotifera","Monogononta","Ploimida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Rotifera",NA,NA,NA,NA
"Eukaryota","Echinodermata","Ophiuroidea",NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Echinodermata",NA,NA,NA,NA
"Eukaryota","Ctenophora","Tentaculata","Cydippida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Ctenophora",NA,NA,NA,NA
"Eukaryota","Labyrinthulomycetes","Labyrinthulomycetes_cl","Labyrinthulomycetes_or","Thraustochytriaceae","Labyrinthuloides","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Labyrinthuloides",NA
"Eukaryota","Eukaryota_ph","Phaeophyceae","Fucales","Fucales_fa","Cystoseira","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Cystoseira",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Lauderia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Lauderia",NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Rhizosolenids","Leptocylindrus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Leptocylindrus",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae",NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Mamiellophyceae","Mamiellales","Mamiellales_fa","Micromonas","Eukaryota","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas",NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Rhizosolenids","Pseudosolenia","Eukaryota","Stramenopiles","Ochrophyta","Ochrophyta_X","Ochrophyta_XX","Ochrophyta_XXX","Pseudosolenia",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Dinophyceae_or","Thoracosphaeraceae",NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae",NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium clade","Paragymnodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Paragymnodinium",NA
"Eukaryota","Diatomea","Diatomea_cl","Diatomea_or","Diatomea_fa","Actinoptychus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Actinoptychus",NA
"Eukaryota","Eukaryota_ph","Clade VII","Subclade B",NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","SAR","Labyrinthulomycetes","Labyrinthulomycetes_or","Labyrinthulomycetes_fa","Sorodiplophrys","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes",NA,NA,NA,NA
"Eukaryota","Mollusca","Bivalvia","Mytiloida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Mytiloida",NA,NA
"Eukaryota","Eukaryota_ph","Raphidophyceae","Chattonellales","Chattonellales_fa","Merotricha","Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae",NA,NA,NA,NA
"Eukaryota","Cnidaria","Hydrozoa","Leptothecata",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Cyclotella","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Cyclotella",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Entomoneis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Entomoneis",NA
"Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Arcocellulus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Arcocellulus",NA
"Eukaryota","MAST-12","MAST-12A",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-12","MAST-12A",NA,NA,NA
"Eukaryota","MAST-12","MAST-12B",NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-12","MAST-12B",NA,NA,NA
"Eukaryota","MAST-12",NA,NA,NA,NA,"Eukaryota","Stramenopiles","Opalozoa","MAST-12",NA,NA,NA,NA
"Eukaryota","Ciliophora","Postciliodesmatophora","Heterotrichea","Heterotrichea_fa","Peritromus","Eukaryota","Alveolata","Ciliophora","Heterotrichea","Heterotrichea_X","Peritromidae","Peritromus",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea",NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA
"Eukaryota","Peronosporomycetes","Peronosporomycetes_cl","Peronosporomycetes_or","Peronosporomycetes_fa","Haliphthoros","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Haliphthorales","Haliphthoros",NA
"Eukaryota","Bicosoecida","Bicosoecida_cl","Bicosoecida_or","Bicosoecida_fa","Pseudobodo","Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Anoecales","Cafeteriaceae","Pseudobodo",NA
"Eukaryota","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Lankesteria","Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Lecudinidae","Lankesteria",NA
"Eukaryota","Protalveolata","Perkinsidae","Perkinsidae_or","Perkinsidae_fa","Perkinsus","Eukaryota","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsus",NA
"Eukaryota","Eukaryota_ph","Choanoflagellida","Choanoflagellida_or","Stephanoecidae","Calliacantha","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Acanthoecidae_Group_G","Calliacantha",NA
"Eukaryota","Diatomea","Diatomea_cl","ME-Euk-FW10",NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta",NA,NA,NA,NA
"Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl",NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae",NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Clade VII","Subclade A",NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_fa","Lingulodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Lingulodinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium clade","Woloszynskia","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Tovelliaceae","Woloszynskia",NA
"Eukaryota","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae",NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes",NA,NA
"Eukaryota","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae",NA,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes",NA,NA
"Eukaryota","Ascomycota","Dothideomycetes","Dothideales",NA,NA,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes",NA,NA
"Eukaryota","Ascomycota",NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Ascomycota",NA,NA,NA,NA
"Eukaryota","Mollusca","Gastropoda","Heterobranchia",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Gastropoda","Heterobranchia",NA,NA
"Eukaryota","Cercozoa","Granofilosea","Granofilosea_or","Granofilosea_fa","Massisteria","Eukaryota","Rhizaria","Cercozoa","Filosa-Granofilosea","Filosa-Granofilosea_X","Massiteriidae","Massisteria",NA
"Eukaryota","Nematozoa","Chromadorea","Chromadorida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Nematoda","Chromadorea",NA,NA,NA
"Eukaryota","Nemertea","Anopla","Heteronemertea",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Nemertea",NA,NA,NA,NA
"Eukaryota","Vertebrata","Mammalia",NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia",NA,NA
"Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Chaetognatha","Aphragmophora",NA,NA,NA
"Eukaryota","Mollusca","Cephalopoda","Cephalopoda_or","Teuthida",NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Cephalopoda",NA,NA,NA
"Eukaryota","Chaetognatha","Sagittoidea",NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Chaetognatha",NA,NA,NA,NA
"Eukaryota","Bryozoa","Gymnolaemata","Ctenostomatida",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Bryozoa",NA,NA,NA,NA
"Eukaryota","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia",NA
"Eukaryota","Echinodermata","Holothuroidea",NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Echinodermata",NA,NA,NA,NA
"Eukaryota","Eukaryota_ph","Choanoflagellida","Choanoflagellida_or","Stephanoecidae","Diaphanoeca","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_H","Diaphanoeca",NA
"Eukaryota","Annelida","Polychaeta","Polychaeta_or","Orbiniidae",NA,"Eukaryota","Opisthokonta","Metazoa","Annelida",NA,NA,NA,NA
