"domain","phylum","class","order","family","genus","kingdom","supergroup","division","class","order","family","genus","species"
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Cardiostomatella","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea_X","Oligohymenophorea_XX","Cardiostomatella",NA
"Eukaryota","Rhodellophyceae","Rhodellophyceae_cl","Rhodellophyceae_or","Rhodellophyceae_fa","Dixoniella","Eukaryota","Archaeplastida","Rhodophyta","Bangiophyceae","Bangiophyceae_X","Bangiophyceae_XX","Dixoniella",NA
"Eukaryota","Cercozoa","Vampyrellidae","Vampyrellidae_or","Vampyrellidae_fa","Vampyrella","Eukaryota","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Vampyrellidae","Vampyrella",NA
"Eukaryota","Cyanidiales","Cyanidiales_cl","Cyanidiales_or","Cyanidiales_fa","Cyanidium","Eukaryota","Archaeplastida","Rhodophyta","Bangiophyceae","Cyanidiales","Cyanidiales_X","Cyanidium",NA
"Eukaryota","Dinoflagellata","Dinoflagellata_cl","Noctilucales","Noctilucales_fa","Spatulodinium","Eukaryota","Alveolata","Dinoflagellata","Noctilucophyceae","Noctilucales","Noctilucaceae","Spatulodinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium clade","Nusuttodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Nusuttodinium",NA
"Eukaryota","Arthropoda","Insecta","Megaloptera",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta",NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_fa","Goniodoma","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Goniodomataceae","Goniodoma",NA
"Eukaryota","Ciliophora","Postciliodesmatophora","Karyorelictea","Karyorelictea_fa","Kentrophoros","Eukaryota","Alveolata","Ciliophora","Karyorelictea","Karyorelictea_X","Kentrophoridae","Kentrophoros",NA
"Eukaryota","Protosteliida","Protosteliida_cl","Protosteliida_or","Protosteliida_fa","Protostelium","Eukaryota","Amoebozoa","Conosa","Variosea","Variosea_X","Protosteliids","Protostelium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Glenodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales",NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Phyllopharyngea","Chlamydonella","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_2","Lynchellidae_1","Chlamydonella",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Phyllopharyngea","Chilodonella","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_4","Chilodonellidae","Chilodonella",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Ceramium","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Ceramiales","Ceramiaceae","Ceramium",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Nassophorea","Zosterodasys","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Synhymenia","Orthodonellidae","Zosterodasys",NA
"Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_fa","Hematodinium","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-IV","Dino-Group-IV-Hematodinium-Group","Hematodinium",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Diplopsalis","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","Diplopsalis",NA
"Eukaryota","Ciliophora","Intramacronucleata","Litostomatea","Trichostomatia","Isotricha","Eukaryota","Alveolata","Ciliophora","Litostomatea","Trichostomatia","Isotrichidae_1","Isotricha",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Spirotrichea_fa","Protocruzia","Eukaryota","Alveolata","Ciliophora","Ciliophora_X","Ciliophora_XX","Protocruziidae","Protocruzia",NA
"Eukaryota","Dinoflagellata","Incertae Sedis_4","Incertae Sedis_4_or","Incertae Sedis_4_fa","Blastodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Blastodiniaceae","Blastodinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium clade","Pellucidodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Pellucidodinium",NA
"Eukaryota","Florideophycidae","Nemaliophycidae","Nemaliophycidae_or","Nemaliophycidae_fa","Thorea","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Batrachospermales","Batrachospermales_X","Thorea",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Biecheleria","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Biecheleria",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Polarella","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Polarella",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Pyramidodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales",NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Ansanella","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Ansanella",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Incertae Sedis_9","Incertae Sedis_9_fa","Halostylodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Halostylodinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Durinskia","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Kryptoperidiniaceae","Durinskia",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Glenodiniopsis","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_X","Glenodiniopsis",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Thecate","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales",NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Archaeperidinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidiniopsidaceae","Archaeperidinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Dinophyceae_or","Thoracosphaeraceae","Stoeckeria","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Stoeckeria",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Peridiniopsis","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniopsidaceae","Peridiniopsis",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Dinophysiales","Dinophysiales_fa","Ornithocercus","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophysiales","Dinophysiaceae","Ornithocercus",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Blixaea","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Kryptoperidiniaceae","Blixaea",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Gotoius","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","Gotoius",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Preperidinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","Preperidinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Dinophysiales","Dinophysiales_fa","Amphisolenia","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophysiales","Amphisoleniaceae","Amphisolenia",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentrales_fa","Plagiodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Plagiodinium",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium clade","Lepidodinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Lepidodinium",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Phyllopharyngea","Pseudochilodonopsis","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_4","Chilodonellidae","Pseudochilodonopsis",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Tovelliaceae","Jadwigia","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Tovelliaceae","Jadwigia",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Balechina","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Balechina",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_fa","Ceratocorys","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Protoceratiaceae","Ceratocorys",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Licnophoria","Licnophora","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Licnophoria","Licnophoridae","Licnophora",NA
"Eukaryota","Incertae Sedis_2","Incertae Sedis_2_cl","Incertae Sedis_2_or","Incertae Sedis_2_fa","Colponema","Eukaryota","Protalveolata","Protalveolata_X","Colponemea","Colponemida","Colponemidae","Colponema",NA
"Eukaryota","Ciliophora","Intramacronucleata","Armophorea","Cariaco Basin group 1",NA,"Eukaryota","Alveolata","Ciliophora","Armophorea",NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Stylonychia","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae","Stylonychia",NA
"Eukaryota","Apicomplexa","Conoidasida","Coccidia","Adeleorina","Adelina","Eukaryota","Alveolata","Apicomplexa","Coccidiomorphea","Adeleida","Adeleidae","Adelina",NA
"Eukaryota","Florideophycidae","Corallinophycidae","Corallinophycidae_or","Corallinophycidae_fa","Neogoniolithon","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Corallinales","Corallinales_X","Neogoniolithon",NA
"Eukaryota","Centrohelida","Centrohelida_cl","Centrohelida_or","CV1-B1-93",NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Seirospora","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Ceramiales","Callithamniaceae","Seirospora",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_fa","Dapsilidinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales",NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Uronychia","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Uronychia",NA
"Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Natrinema","Archaea",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Epistylis","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida","Epistylis",NA
"Bacteria","Elusimicrobiota","Lineage IIb",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Amphidiniella","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Amphidiniella",NA
"Eukaryota","Eukaryota_ph","Eukaryota_cl","Cryptomonadales","Cryptomonadales_fa","Chroomonas","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Chroomonas",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Phyllopharyngea","Chlamydodon","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_5","Chlamydodontidae","Chlamydodon",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","IN2411",NA,"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Uronema","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida","Uronema",NA
"Eukaryota","Parabasalia","Spirotrichonymphea","Spirotrichonymphea_or","Spirotrichonymphea_fa","Spirotrichonympha","Eukaryota","Excavata","Metamonada","Parabasalia","SpiroTrichomonadida","SpiroTrichomonadidae","Spirotrichonympha",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Pachymenia","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Halymeniales","Halymeniales_X","Pachymenia",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Gracilariopsis","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Gracilariales","Gracilariales_X","Gracilariopsis",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Peyssonnelia","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Gigartinales","Gigartinales_X","Peyssonnelia",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Gracilaria","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Gracilariales","Gracilariales_X","Gracilaria",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Champia","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Rhodymeniales","Rhodymeniales_X","Champia",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Lenormandia","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Lenormandia",NA
"Eukaryota","Florideophycidae","Corallinophycidae","Corallinophycidae_or","Corallinophycidae_fa","Mesophyllum","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Corallinales","Corallinales_X","Mesophyllum",NA
"Eukaryota","Florideophycidae","Nemaliophycidae","Nemaliophycidae_or","Nemaliophycidae_fa","Ballia","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Balliales","Balliales_X","Ballia",NA
"Eukaryota","Florideophycidae","Corallinophycidae","Corallinophycidae_or","Corallinophycidae_fa","Phymatolithon","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Corallinales","Corallinales_X","Phymatolithon",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Urceolaria","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_1","Urceolariidae","Urceolaria",NA
"Eukaryota","Eukaryota_ph","Ulvophyceae","Bryopsidales","Bryopsidales_fa","Halimeda","Eukaryota","Archaeplastida","Chlorophyta","Ulvophyceae","Bryopsidales","Bryopsidales_X","Halimeda",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Pseudovorticella","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida","Pseudovorticella",NA
"Eukaryota","Dinoflagellata","Dinophyceae","Dinophyceae_or","Thoracosphaeraceae","Tintinnophagus","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Tintinnophagus",NA
"Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Cystoisospora","Eukaryota","Alveolata","Apicomplexa","Coccidiomorphea","Eimeriida","Sarcocystidae","Cystoisospora",NA
"Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Toxoplasma","Eukaryota","Alveolata","Apicomplexa","Coccidiomorphea","Eimeriida","Sarcocystidae","Toxoplasma",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Holosticha","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Holostichidae","Holosticha",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Pseudokeronopsis","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Pseudokeronopsidae","Pseudokeronopsis",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Prostomatea","Prorodon","Eukaryota","Alveolata","Ciliophora","Prostomatea_3","Prostomatea_3_X","Holophryidae","Prorodon",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Phyllopharyngea","Aegyriana","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_7","Hartmannulidae","Aegyriana",NA
"Eukaryota","Cercozoa","Cercomonadidae","Cercomonadidae_or","Cercomonadidae_fa","Metabolomonas","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Metabolomonas",NA
"Eukaryota","Retaria","Polycystinea","Nassellaria","Nassellaria_fa","Eucyrtidium","Eukaryota","Rhizaria","Radiolaria","Polycystinea","Nassellaria","Eurcyrtidioidea","Eucyrtidium",NA
"Eukaryota","Retaria","Polycystinea","Nassellaria","Nassellaria_fa","Pterocorys","Eukaryota","Rhizaria","Radiolaria","Polycystinea","Nassellaria","Pterocoryothoidea","Pterocorys",NA
"Eukaryota","Porphyridiophyceae","Porphyridiophyceae_cl","Porphyridiophyceae_or","Porphyridiophyceae_fa","Porphyridium","Eukaryota","Archaeplastida","Rhodophyta","Porphyridiophyceae","Porphyridiales","Porphyridiales_X","Porphyridium",NA
"Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Rhytidocystis","Eukaryota","Alveolata","Apicomplexa","Coccidiomorphea","Agamococcidiorida","Rhytidocystidae","Rhytidocystis",NA
"Eukaryota","Retaria","Acantharia","Holocanthida",NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Retaria","Acantharia","Chaunocanthida","Chaunocanthida_fa","Amphiacon","Eukaryota","Rhizaria","Radiolaria","Acantharea","Chaunacanthida","Chaunacanthida_X","Amphiacon",NA
"Eukaryota","Diatomea","Diatomea_cl","Fragilariales","Fragilariales_fa","Mastogloia","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Mastogloia",NA
"Eukaryota","Rhodellophyceae","Rhodellophyceae_cl","Rhodellophyceae_or","Rhodellophyceae_fa","Neorhodella","Eukaryota","Archaeplastida","Rhodophyta","Rhodophyta_X","Rhodophyta_XX","Rhodophyta_XXX","Neorhodella",NA
"Eukaryota","Pavlovophyceae","Pavlovophyceae_cl","Pavlovophyceae_or","Pavlovophyceae_fa","Rebecca","Eukaryota","Hacrobia","Haptophyta","Pavlovophyceae","Pavlovales","Pavlovaceae","Rebecca",NA
"Eukaryota","Eukaryota_ph","Chlorophyceae","Chaetopeltidales","Chaetopeltidales_fa","Hormotilopsis","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chaetopeltidales","Chaetopeltidales_X","Hormotilopsis",NA
"Eukaryota","Gracilipodida","LEMD267",NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Rigifilida",NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Phragmoplastophyta","Coleochaetophyceae","Chaetosphaeridiales","Chaetosphaeridiales_fa","Chaetosphaeridium","Eukaryota","Archaeplastida","Streptophyta","Mesostigmatophyceae","Mesostigmatophyceae_X","Mesostigmatophyceae_XX","Chaetosphaeridium",NA
"Eukaryota","Myxogastria","Myxogastria_cl","Myxogastria_or","Myxogastria_fa","Lamproderma","Eukaryota","Amoebozoa","Conosa","Mycetozoa-Myxogastrea","Stemonitales-Physarales","Stemonitales-Physarales_X","Lamproderma",NA
"Eukaryota","Ciliophora","Intramacronucleata","Litostomatea","Trichostomatia","Macropodinium","Eukaryota","Alveolata","Ciliophora","Litostomatea","Trichostomatia","Macropodiniidae","Macropodinium",NA
"Eukaryota","Ciliophora","Intramacronucleata","Armophorea","Armophorida","Metopus","Eukaryota","Alveolata","Ciliophora","Armophorea",NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Gonostomum","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae","Gonostomum",NA
"Eukaryota","Diatomea","Bacillariophyceae","Bacillariophyceae_or","Bacillariophyceae_fa","Surirella","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Surirella",NA
"Eukaryota","Eukaryota_ph","Discosea","Vannellida","BIO10-D10",NA,"Eukaryota","Amoebozoa","Lobosa","Discosea-Flabellinia","Vannellida",NA,NA,NA
"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Kryptoperidinium","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Kryptoperidiniaceae","Kryptoperidinium",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Stokesia","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Peniculia","Peniculida","Stokesia",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Colpodea","Aristerostoma","Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Cyrtolophosidida","Aristerostoma",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Telotrochidium","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida","Telotrochidium",NA
"Eukaryota","Eukaryota_ph","Chlorophyceae","Chaetopeltidales","Chaetopeltidales_fa","Chaetopeltis","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chaetopeltidales","Chaetopeltidales_X","Chaetopeltis",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Phyllopharyngea","Chilodochona","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea",NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Armophorea","Clevelandellida","Nyctotherus","Eukaryota","Alveolata","Ciliophora","Armophorea","Armophorea_X","Clevelandellida",NA,NA
"Eukaryota","Pavlovophyceae","Pavlovophyceae_cl","Pavlovophyceae_or","Pavlovophyceae_fa","Diacronema","Eukaryota","Hacrobia","Haptophyta","Pavlovophyceae","Pavlovales","Pavlovaceae","Diacronema",NA
"Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Euptilota","Eukaryota","Archaeplastida","Rhodophyta","Florideophyceae","Ceramiales","Callithamniaceae","Euptilota",NA
"Eukaryota","Mucoromycota","Incertae Sedis_5","Mucorales","Lichtheimiaceae","Lichtheimia","Eukaryota","Opisthokonta","Fungi","Mucoromycota","Mucoromycotina","Mucorales","Lichtheimia",NA
"Bacteria","Schekmanbacteria",NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Lophophorata","Rhynchonelliformea","Rhynchonellida",NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Discocephalus","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Discocephalidae","Discocephalus",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Prostomatea","Placus","Eukaryota","Alveolata","Ciliophora","Prostomatea_2","Prostomatea_2_X","Placidae","Placus",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Trichodina","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_1","Trichodinidae","Trichodina",NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","[Clostridium] methylpentosum group",NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Mesanophrys","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida","Mesanophrys",NA
"Eukaryota","Ciliophora","Postciliodesmatophora","Heterotrichea","Heterotrichea_fa","Blepharisma","Eukaryota","Alveolata","Ciliophora","Heterotrichea","Heterotrichea_X","Blepharismidae","Blepharisma",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Rimostrombidium","Eukaryota","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Armophorea","Clevelandellida","Nyctotheroides","Eukaryota","Alveolata","Ciliophora","Armophorea","Armophorea_X","Nyctotheridae","Nyctotheroides",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Nassophorea","Colpodidium","Eukaryota","Alveolata","Ciliophora","Nassophorea","Nassophorea_X","Colpodidiidae","Colpodidium",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Cyclidium","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea",NA,NA,NA,NA
"Eukaryota","Ciliophora","Postciliodesmatophora","Karyorelictea","Karyorelictea_fa","Loxodes","Eukaryota","Alveolata","Ciliophora","Karyorelictea","Karyorelictea_X","Loxodidae","Loxodes",NA
"Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Dexiotricha","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea_X","Oligohymenophorea_XX","Dexiotricha",NA
"Eukaryota","Ciliophora","Postciliodesmatophora","Karyorelictea","Karyorelictea_fa","Remanella","Eukaryota","Alveolata","Ciliophora","Karyorelictea","Karyorelictea_X","Loxodidae","Remanella",NA
"Eukaryota","Ciliophora","Intramacronucleata","Armophorea","Cariaco Basin group 2",NA,"Eukaryota","Alveolata","Ciliophora","Armophorea",NA,NA,NA,NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Parastrombidinopsis","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strombidinopsidae","Parastrombidinopsis",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Metaurostylopsis","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Holostichidae","Metaurostylopsis",NA
"Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Apokeronopsis","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Pseudokeronopsidae","Apokeronopsis",NA
